"Date","Alcohol","ZQ","Total.Z","Time.to.Z","Time.in.Wake","Time.in.REM","Time.in.Light","Time.in.Deep","Awakenings","Start.of.Night","End.of.Night","Rise.Time","Morning.Feel"
"2014-05-24","FALSE",107,592,26,19,183,341,69,6,1350,"05/25/2014 06:14","05/25/2014 06:05",2
"2014-05-25","FALSE",103,544,18,9,172,298,75,3,1360,"05/26/2014 05:41","05/26/2014 05:45",4
"2014-05-25","TRUE",103,544,18,9,172,298,75,3,1360,"05/26/2014 05:41","05/26/2014 05:45",4
"2014-05-26","FALSE",89,503,23,30,167,273,63,10,1390,"05/27/2014 05:33","05/27/2014 05:30",2
"2014-05-27","FALSE",95,528,14,6,173,304,51,5,1390,"05/28/2014 05:36","05/28/2014 05:10",3
"2014-05-27","TRUE",95,528,14,6,173,304,51,5,1390,"05/28/2014 05:36","05/28/2014 05:10",3
"2014-05-28","FALSE",78,432,18,61,144,221,67,6,1365,"05/29/2014 06:25","05/29/2014 05:25",2
"2014-05-29","FALSE",100,545,14,18,212,270,64,8,1370,"05/30/2014 06:01","05/30/2014 05:45",3
"2014-05-30","FALSE",104,597,38,22,185,361,52,5,1360,"05/31/2014 06:44","05/31/2014 06:20",2
"2014-05-31","FALSE",87,487,33,17,163,274,51,6,1405,"06/01/2014 05:34","06/01/2014 05:15",2
"2014-06-01","FALSE",91,508,16,30,175,263,70,10,1385,"06/02/2014 05:36","06/02/2014 05:10",3
"2014-06-02","FALSE",107,578,12,39,192,307,79,4,1360,"06/03/2014 06:10","06/03/2014 05:25",3
"2014-06-03","FALSE",92,509,19,59,182,260,68,6,1380,"06/04/2014 05:51","06/04/2014 05:10",2
"2014-06-04","FALSE",94,516,17,50,172,268,76,6,1375,"06/05/2014 06:00","06/05/2014 04:45",3
"2014-06-05","FALSE",99,536,20,8,177,292,67,5,1385,"06/06/2014 06:05","06/06/2014 05:40",2
"2014-06-06","FALSE",88,501,27,71,193,254,54,6,1380,"06/07/2014 06:28","06/07/2014 05:55",2
"2014-06-07","FALSE",97,566,10,20,168,339,59,11,1365,"06/08/2014 05:53","06/08/2014 05:25",3
"2014-06-07","TRUE",97,566,10,20,168,339,59,11,1365,"06/08/2014 05:53","06/08/2014 05:25",3
"2014-06-08","FALSE",96,543,42,16,185,304,54,8,1390,"06/09/2014 06:11","06/09/2014 06:15",2
"2014-06-09","TRUE",56,302,37,6,56,198,48,1,1380,"06/10/2014 05:25","06/10/2014 05:25",0
"2014-06-09","FALSE",56,302,37,6,56,198,48,1,1380,"06/10/2014 05:25","06/10/2014 05:25",0
"2014-06-10","FALSE",84,488,40,47,176,263,50,9,1385,"06/11/2014 05:42","06/11/2014 05:00",3
"2014-06-10","TRUE",84,488,40,47,176,263,50,9,1385,"06/11/2014 05:42","06/11/2014 05:00",3
"2014-06-11","FALSE",110,613,17,21,195,350,68,7,1375,"06/12/2014 07:05","06/12/2014 06:50",3
"2014-06-12","FALSE",87,494,35,10,154,287,53,7,1380,"06/13/2014 05:26","06/13/2014 05:10",2
"2014-06-12","TRUE",87,494,35,10,154,287,53,7,1380,"06/13/2014 05:26","06/13/2014 05:10",2
"2014-06-13","FALSE",112,612,16,18,225,317,70,8,1385,"06/14/2014 06:59","06/14/2014 06:45",3
"2014-06-14","FALSE",108,594,33,25,170,346,79,6,1380,"06/15/2014 07:10","06/15/2014 07:00",3
"2014-06-15","FALSE",94,570,16,54,186,339,46,10,1405,"06/16/2014 07:07","06/16/2014 07:10",2
"2014-06-15","TRUE",94,570,16,54,186,339,46,10,1405,"06/16/2014 07:07","06/16/2014 07:10",2
"2014-06-16","FALSE",86,507,42,49,175,288,45,7,1420,"06/17/2014 06:50","06/17/2014 05:50",2
"2014-06-17","FALSE",102,564,17,19,175,316,74,8,1365,"06/18/2014 06:37","06/18/2014 06:25",2
"2014-06-17","TRUE",102,564,17,19,175,316,74,8,1365,"06/18/2014 06:37","06/18/2014 06:25",2
"2014-06-18","FALSE",96,549,25,15,146,347,56,5,1380,"06/19/2014 06:17","06/19/2014 06:05",2
"2014-06-19","FALSE",103,586,24,26,202,327,58,9,1375,"06/20/2014 06:39","06/20/2014 06:20",3
"2014-06-20","FALSE",92,525,21,34,177,289,59,8,1370,"06/21/2014 06:17","06/21/2014 06:05",3
"2014-06-21","FALSE",103,570,16,24,193,315,63,5,1375,"06/22/2014 06:21","06/22/2014 06:25",2
"2014-06-22","FALSE",107,611,16,26,182,351,78,13,1380,"06/23/2014 06:57","06/23/2014 07:00",3
"2014-06-22","TRUE",107,611,16,26,182,351,78,13,1380,"06/23/2014 06:57","06/23/2014 07:00",3
"2014-06-23","FALSE",87,488,26,11,129,295,65,7,1360,"06/24/2014 05:52","06/24/2014 05:40",3
"2014-06-24","FALSE",60,329,29,7,128,163,38,5,1395,"06/25/2014 06:14","06/25/2014 06:05",0
"2014-06-25","FALSE",98,547,15,14,175,307,65,8,1395,"06/26/2014 06:21","06/26/2014 06:05",3
"2014-06-26","FALSE",97,525,15,11,146,303,76,5,1385,"06/27/2014 06:46","06/27/2014 06:35",3
"2014-06-27","FALSE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2014-06-28","FALSE",24,147,5,10,68,75,5,3,1160,"06/28/2014 07:22","06/28/2014 07:00",0
